County,cluster_number,cluster_type,respondent_sex,respondent_age,education_completed_raw,education_completed_other,female_hh_highest_education,emergency_access_area_type,income_source_farming,income_source_employment,income_source_casual_work,income_source_self_employment,income_source_social_transfer,income_source_rental_income,income_source_investments,income_source_pension_annuity,income_source_family_support,monthly_income_ksh,trusted_financial_provider,insurance_doc_barrier_no_insurance,insurance_doc_barrier_not_in_own_name,loan_barrier_low_income_to_repay,loan_barrier_inadequate_documentation,savings_barrier_distrust_institutions,bank_barrier_distrust_banks,sacco_barrier_lack_of_trust,mobile_money_barrier_untrustworthy_agents,formal_account_barrier_distrust,cost_to_nearest_bank,walk_time_to_nearest_bank,cost_to_nearest_mobile_money_agent,walk_time_to_nearest_mobile_money_agent,cost_to_nearest_bank_agent,walk_time_to_nearest_bank_agent,education,education_femHH,education_anyHH,bank_usage,insurance_usage,mobile_bank_usage,mobile_money_usage,incomegp,mobile_money_access,mobile_money_active,incomegpnew,incomegp_new,financially_included
Kisumu,10242090,Rural,Female,46,Completed technical training after secondary school,,,No,Yes,No,No,No,No,No,No,No,Yes,3000,Mobile banking provider,,,,,,,No,,Yes,Between KSh 201- 500,More than 3 hours,,,Between KSh 101 - 200,More than 3 hours,Tertiary,No Female HH head,Tertiary,Currently have,Never had,Currently have,Currently have,KSh 1501 - 3000,Yes,Yes,"KSh 1,001 - 3,000",< KSh 3000,1
Migori,10244118,Rural,Female,23,"""Some secondary""",,,No,No,No,No,Yes,No,No,No,No,No,5000,Mobile money provider e.g Safaricom fuliza,,,,,No,No,No,,Yes,Between KSh 51- 100,About 1 to 3 hours,,,Between KSh 51 - 100,About 1 to 3 hours,Secondary,No Female HH head,Secondary,Never had,Never had,Never had,Currently have,KSh 3001 - 7500,Yes,No,"KSh 3,001 - 5,000",KSh 3001 - 7500,1
Bomet,10236074,Rural,Male,33,"""Secondary completed """,,,No,No,Yes,No,No,No,No,No,No,No,10000,A bank,,,,,,,,,No,Between KSh 101- 200,About 1 to 3 hours,,,Between KSh 51 - 100,Between 30 minutes to 1 hour,Secondary,No Female HH head,Secondary,Currently have,Never had,Currently have,Currently have,KSh 7501-15000,Yes,Yes,"KSh 5,001 - 10,000",KSh 7501-15000,1
Nyamira,10246114,Rural,Male,40,"""Some primary """,,,No,No,No,Yes,No,No,No,No,No,No,3000,Mobile money provider e.g Safaricom fuliza,,,,,,,No,,No,Between KSh 51- 100,More than 3 hours,,,Less than KSh 50,About 10 to 30 minutes,Primary,No Female HH head,Primary,Currently have,Never had,Currently have,Currently have,KSh 1501 - 3000,Yes,Yes,"KSh 1,001 - 3,000",< KSh 3000,1
Laikipia,10131077,Rural,Female,43,"""None """,,"""None""",No,No,No,Yes,No,No,No,No,No,No,500,"""None of these(DO NOT READ OUT)""",,,,,No,No,No,,,Between KSh 101- 200,More than 3 hours,,,Between KSh 101 - 200,More than 3 hours,,,,Used to have,Never had,Never had,Currently have,KSh 101 - 1500,Yes,Yes,"KSh 1 - 1,000",< KSh 3000,1
Kajiado,10234142,Urban,Male,21,"""Secondary completed """,,,No,No,Yes,No,No,No,No,No,No,No,8000,Mobile money provider e.g Safaricom fuliza,,,,,,,No,,No,Close enough to walk  No need to spend,Between 30 minutes to 1 hour,,,Close enough to walk to and fro -  No need to spend,Between 30 minutes to 1 hour,Secondary,No Female HH head,Secondary,Currently have,Never had,Currently have,Currently have,KSh 7501-15000,Yes,Yes,"KSh 5,001 - 10,000",KSh 7501-15000,1
Bomet,10136149,Urban,Female,24,Completed technical training after secondary school,,,No,No,No,No,No,No,No,No,No,Yes,4250,"""Don't know(DO NOT READ OUT)""",,,,,No,No,No,,No,Between KSh 51- 100,More than 3 hours,,,Close enough to walk to and fro -  No need to spend,Under 10 minutes,Tertiary,No Female HH head,Tertiary,Never had,Never had,Never had,Currently have,KSh 3001 - 7500,Yes,Yes,"KSh 3,001 - 5,000",KSh 3001 - 7500,1
Kericho,10135085,Rural,Female,32,"""Primary completed""",,Some primary,No,Yes,No,No,No,No,No,No,No,No,4000,A Sacco,,,,,,No,Yes,,,Between KSh 101- 200,Between 30 minutes to 1 hour,,,Between KSh 51 - 100,About 1 to 3 hours,Primary,Primary,Primary,Never had,Never had,Never had,Currently have,KSh 3001 - 7500,Yes,Yes,"KSh 3,001 - 5,000",KSh 3001 - 7500,1
Nandi,10129137,Rural,Male,38,"""Secondary completed """,,Completed technical training after secondary school,No,No,No,Yes,No,No,No,No,No,No,4000,Mobile money provider e.g Safaricom fuliza,,,,,No,,No,,No,Between KSh 201- 500,More than 3 hours,,,Between KSh 201 - 500,More than 3 hours,Secondary,Tertiary,Secondary,Currently have,Never had,Currently have,Currently have,KSh 3001 - 7500,Yes,Yes,"KSh 3,001 - 5,000",KSh 3001 - 7500,1
Mandera,10109009,Rural,Female,23,"""Secondary completed """,,"""None""",No,Yes,No,No,No,No,No,No,No,Yes,15000,A bank,,,No,,,No,No,,No,More than KSh 500,More than 3 hours,,,Close enough to walk to and fro -  No need to spend,Under 10 minutes,Secondary,,Secondary,Never had,Never had,Never had,Currently have,KSh 7501-15000,Yes,Yes,"KSh 10,001-20,000",KSh 7501-15000,1
Kajiado,10234102,Urban,Male,34,"""Secondary completed """,,,No,No,No,Yes,No,No,No,No,No,No,3000,A bank,,,,,,,No,,,Close enough to walk  No need to spend,Between 30 minutes to 1 hour,,,Less than KSh 50,Under 10 minutes,Secondary,No Female HH head,Secondary,Currently have,Never had,Currently have,Currently have,KSh 1501 - 3000,Yes,Yes,"KSh 1,001 - 3,000",< KSh 3000,1
Nyeri,10219034,Rural,Female,33,"""Primary completed""",,,No,No,Yes,No,No,No,No,No,No,No,10000,"""None of these(DO NOT READ OUT)""",,,,,,No,No,,No,Between KSh 201- 500,More than 3 hours,,,Between KSh 201 - 500,More than 3 hours,Primary,No Female HH head,Primary,Never had,Never had,Never had,Currently have,KSh 7501-15000,Yes,Yes,"KSh 5,001 - 10,000",KSh 7501-15000,1
Nyandarua,10118165,Urban,Male,59,"""Primary completed""",,Secondary completed,No,Yes,No,No,No,No,No,No,No,No,"""Don't know(DO NOT READ OUT)""",Mobile money provider e.g Safaricom fuliza,,,,,,No,No,,,Between KSh 51- 100,Between 30 minutes to 1 hour,,,Close enough to walk to and fro -  No need to spend,About 10 to 30 minutes,Primary,Secondary,Primary,Never had,Never had,Never had,Currently have,Don't Know,Yes,Yes,Don't Know,Others,1
Laikipia,10231174,Urban,Male,30,"""Primary completed""",,No female household head/spouse,No,No,Yes,No,No,No,No,No,No,No,10000,A bank,,,No,,,,,,Yes,Close enough to walk  No need to spend,About 10 to 30 minutes,,,Between KSh 101 - 200,About 10 to 30 minutes,Primary,No Female HH head,Primary,Currently have,Never had,Currently have,Currently have,KSh 7501-15000,Yes,Yes,"KSh 5,001 - 10,000",KSh 7501-15000,1
Nakuru,10232098,Rural,Female,23,Some university,,,No,No,No,No,No,No,No,No,No,Yes,1500,Mobile money provider e.g Safaricom fuliza,,,,,,,No,,,Less than KSh 50,About 10 to 30 minutes,,,Less than KSh 50,About 10 to 30 minutes,Tertiary,No Female HH head,Tertiary,Currently have,Never had,Never had,Currently have,KSh 101 - 1500,Yes,Yes,"KSh 1,001 - 3,000",< KSh 3000,1
Kwale,10202190,Urban,Male,56,"""Some primary """,,Some primary,No,No,No,No,Yes,No,No,No,No,No,3000,Mobile money provider e.g Safaricom fuliza,,,,,No,No,No,,No,Between KSh 51- 100,About 10 to 30 minutes,,,Close enough to walk to and fro -  No need to spend,About 10 to 30 minutes,Primary,Primary,Primary,Never had,Never had,Never had,Currently have,KSh 1501 - 3000,Yes,No,"KSh 1,001 - 3,000",< KSh 3000,1
Kisumu,10242102,Rural,Male,32,"""Some primary """,,,No,No,No,No,Yes,No,No,No,No,No,1500,Mobile money provider e.g Safaricom fuliza,,,,,,No,No,,,Between KSh 101- 200,About 1 to 3 hours,,,Between KSh 101 - 200,Between 30 minutes to 1 hour,Primary,No Female HH head,Primary,Never had,Never had,Never had,Currently have,KSh 101 - 1500,Yes,Yes,"KSh 1,001 - 3,000",< KSh 3000,1
Nandi,10229154,Urban,Female,60,"""Some secondary""",,,No,No,No,Yes,No,No,No,No,No,No,"""Don't know(DO NOT READ OUT)""",Mobile money provider e.g Safaricom fuliza,,,,,,No,No,,No,Close enough to walk  No need to spend,About 10 to 30 minutes,,,Close enough to walk to and fro -  No need to spend,About 10 to 30 minutes,Secondary,No Female HH head,Secondary,Never had,Never had,Never had,Currently have,Don't Know,Yes,Yes,Don't Know,Others,1
Tana River,10204006,Rural,Female,42,"""None """,,,No,Yes,No,No,No,No,No,No,No,No,5000,"""Don't know(DO NOT READ OUT)""",,,,,No,No,No,,Yes,Between KSh 101- 200,More than 3 hours,,,Between KSh 101 - 200,More than 3 hours,,No Female HH head,,Never had,Never had,Never had,Currently have,KSh 3001 - 7500,Yes,Yes,"KSh 3,001 - 5,000",KSh 3001 - 7500,1
Uasin Gishu,10127145,Urban,Male,43,"""Primary completed""",,No female household head/spouse,No,No,No,No,Yes,No,No,No,No,No,10000,Mobile money provider e.g Safaricom fuliza,,,,,,No,No,,Yes,Between KSh 51- 100,About 1 to 3 hours,,,Close enough to walk to and fro -  No need to spend,Under 10 minutes,Primary,No Female HH head,Primary,Never had,Never had,Never had,Currently have,KSh 7501-15000,Yes,Yes,"KSh 5,001 - 10,000",KSh 7501-15000,1
Kitui,10215034,Rural,Male,95,"""None """,,Some primary,No,No,No,No,No,Yes,No,No,No,Yes,2500,A bank,,,,,,,No,No,No,Between KSh 201- 500,More than 3 hours,,,Between KSh 201 - 500,About 1 to 3 hours,,Primary,,Currently have,Never had,Never had,Never had,KSh 1501 - 3000,No,No,"KSh 1,001 - 3,000",< KSh 3000,1
West Pokot,10224058,Rural,Female,55,"""Some primary """,,,No,No,No,Yes,No,No,No,No,No,No,1000,Mobile money provider e.g Safaricom fuliza,,,,,,No,No,,No,Between KSh 101- 200,About 1 to 3 hours,,,"""Don't know(DO NOT READ OUT)""","""Don't know(DO NOT READ OUT)""",Primary,No Female HH head,Primary,Never had,Never had,Never had,Currently have,KSh 101 - 1500,Yes,Yes,"KSh 1 - 1,000",< KSh 3000,1
Nyeri,10219110,Rural,Female,71,"""Some primary """,,,No,No,No,No,No,No,No,No,No,Yes,3000,A bank,,,,,No,No,No,,No,Less than KSh 50,About 1 to 3 hours,,,Less than KSh 50,About 1 to 3 hours,Primary,No Female HH head,Primary,Used to have,Never had,Never had,Currently have,KSh 1501 - 3000,Yes,Yes,"KSh 1,001 - 3,000",< KSh 3000,1
Lamu,10205162,Urban,Male,25,"""Primary completed""",,Secondary completed,No,No,No,No,Yes,No,No,No,No,No,13000,A bank,,,No,,,,No,,No,Between KSh 51- 100,Between 30 minutes to 1 hour,,,Between KSh 51 - 100,Between 30 minutes to 1 hour,Primary,Secondary,Primary,Currently have,Currently have,Currently have,Currently have,KSh 7501-15000,Yes,Yes,"KSh 10,001-20,000",KSh 7501-15000,1
Kwale,10202030,Rural,Male,25,"""Primary completed""",,Primary completed,No,No,No,Yes,No,No,No,No,No,No,"""Don't know(DO NOT READ OUT)""","""Don't know(DO NOT READ OUT)""",,,,,No,No,No,No,No,Between KSh 201- 500,About 1 to 3 hours,,,Between KSh 201 - 500,About 1 to 3 hours,Primary,Primary,Primary,Never had,Never had,Never had,Never had,Don't Know,No,No,Don't Know,Others,0
Kajiado,10234158,Urban,Male,32,"""Primary completed""",,No female household head/spouse,Yes,No,No,Yes,No,No,No,No,No,No,8500,Mobile money provider e.g Safaricom fuliza,,,No,,,No,No,,No,Between KSh 51- 100,About 10 to 30 minutes,,,Between KSh 51 - 100,About 10 to 30 minutes,Primary,No Female HH head,Primary,Used to have,Never had,Used to have,Currently have,KSh 7501-15000,Yes,Yes,"KSh 5,001 - 10,000",KSh 7501-15000,1
Uasin Gishu,10127101,Rural,Female,62,"""Some primary """,,,No,Yes,No,No,No,No,No,No,No,No,2000,Mobile money provider e.g Safaricom fuliza,,,,,No,No,No,,No,Between KSh 51- 100,More than 3 hours,,,Between KSh 51 - 100,More than 3 hours,Primary,No Female HH head,Primary,Never had,Never had,Never had,Currently have,KSh 1501 - 3000,Yes,Yes,"KSh 1,001 - 3,000",< KSh 3000,1
Kajiado,10234158,Urban,Male,36,"""Primary completed""",,,No,No,No,No,Yes,No,No,No,No,No,15000,Mobile banking provider,,,,,,,Yes,,No,Close enough to walk  No need to spend,About 10 to 30 minutes,,,Close enough to walk to and fro -  No need to spend,About 10 to 30 minutes,Primary,No Female HH head,Primary,Currently have,Never had,Currently have,Currently have,KSh 7501-15000,Yes,Yes,"KSh 10,001-20,000",KSh 7501-15000,1
Bungoma,10239130,Rural,Male,61,"""Some primary """,,"""Some secondary""",No,Yes,No,No,No,No,No,No,No,No,3000,Mobile money provider e.g Safaricom fuliza,,,,,,,No,,,Between KSh 51- 100,About 1 to 3 hours,,,Between KSh 51 - 100,About 1 to 3 hours,Primary,Secondary,Primary,Currently have,Never had,Never had,Currently have,KSh 1501 - 3000,Yes,Yes,"KSh 1,001 - 3,000",< KSh 3000,1
Trans Nzoia,10226122,Rural,Male,42,Completed technical training after secondary school,,Completed technical training after secondary school,Yes,No,Yes,No,No,No,No,No,No,No,30000,A Sacco,,,,,,,,,,Between KSh 51- 100,Between 30 minutes to 1 hour,,,Between KSh 51 - 100,Between 30 minutes to 1 hour,Tertiary,Tertiary,Tertiary,Currently have,Currently have,Currently have,Currently have,KSh 15001 - 30000,Yes,Yes,"KSh 20,001 - 50,000",KSh 15001 - 30000,1
Lamu,10105013,Rural,Female,27,"""Some primary """,,"""None""",No,No,No,No,No,No,No,No,No,Yes,3000,Mobile money provider e.g Safaricom fuliza,,,,,,No,No,,,More than KSh 500,Cant Walk,,,More than KSh 500,Cant Walk,Primary,,Primary,Never had,Never had,Never had,Currently have,KSh 1501 - 3000,Yes,Yes,"KSh 1,001 - 3,000",< KSh 3000,1
Kisii,10245166,Urban,Male,28,Completed technical training after secondary school,,,No,No,Yes,No,No,No,No,No,No,No,10000,A bank,,,,,,,No,,,Between KSh 51- 100,About 10 to 30 minutes,,,Between KSh 51 - 100,About 10 to 30 minutes,Tertiary,No Female HH head,Tertiary,Currently have,Never had,Never had,Currently have,KSh 7501-15000,Yes,Yes,"KSh 5,001 - 10,000",KSh 7501-15000,1
Turkana,10123101,Rural,Male,33,"""None """,,"""None""",No,No,No,No,Yes,No,No,No,No,No,3000,A bank,,,,,,,No,,No,More than KSh 500,More than 3 hours,,,Between KSh 101 - 200,About 1 to 3 hours,,,,Currently have,Never had,Never had,Currently have,KSh 1501 - 3000,Yes,No,"KSh 1,001 - 3,000",< KSh 3000,1
Baringo,10130017,Rural,Male,18,"""Secondary completed """,,Primary completed,No,No,No,Yes,No,No,No,No,No,No,3000,Mobile money provider e.g Safaricom fuliza,,,,,,No,No,,No,More than KSh 500,More than 3 hours,,,Between KSh 201 - 500,More than 3 hours,Secondary,Primary,Secondary,Currently have,Never had,Never had,Currently have,KSh 1501 - 3000,Yes,No,"KSh 1,001 - 3,000",< KSh 3000,1
Kwale,10202118,Rural,Male,18,"""Some secondary""",,"""Some secondary""",No,No,No,No,No,No,No,No,No,Yes,3000,A group / chama,,,,,No,No,No,No,No,More than KSh 500,More than 3 hours,,,More than KSh 500,More than 3 hours,Secondary,Secondary,Secondary,Never had,Never had,Never had,Never had,KSh 1501 - 3000,No,No,"KSh 1,001 - 3,000",< KSh 3000,0
Kitui,10115053,Rural,Female,19,"""Some secondary""",,Primary completed,No,No,No,No,No,No,No,No,No,Yes,500,Mobile money provider e.g Safaricom fuliza,,,,,No,No,No,No,No,Between KSh 201- 500,About 1 to 3 hours,,,Between KSh 201 - 500,About 1 to 3 hours,Secondary,Primary,Secondary,Never had,Never had,Never had,Never had,KSh 101 - 1500,No,No,"KSh 1 - 1,000",< KSh 3000,0
Machakos,10216134,Urban,Male,39,"""Primary completed""",,Primary completed,No,No,No,Yes,No,No,No,No,No,No,20000,A bank,,,,,,No,No,,No,Less than KSh 50,About 10 to 30 minutes,,,Less than KSh 50,Under 10 minutes,Primary,Primary,Primary,Never had,Never had,Never had,Currently have,KSh 15001 - 30000,Yes,Yes,"KSh 10,001-20,000",KSh 15001 - 30000,1
Trans Nzoia,10226054,Rural,Male,28,Completed technical training after secondary school,,No female household head/spouse,Yes,No,No,Yes,No,No,No,No,No,No,12000,Mobile banking provider,,,No,,,,No,,,Between KSh 101- 200,More than 3 hours,,,Between KSh 51 - 100,Between 30 minutes to 1 hour,Tertiary,No Female HH head,Tertiary,Currently have,Never had,Currently have,Currently have,KSh 7501-15000,Yes,Yes,"KSh 10,001-20,000",KSh 7501-15000,1
Kiambu,10122149,Urban,Female,40,Completed technical training after secondary school,,,No,No,No,No,No,No,No,No,No,Yes,"""Don't know(DO NOT READ OUT)""",Mobile money provider e.g Safaricom fuliza,,,,,,No,No,,No,Less than KSh 50,About 1 to 3 hours,,,Close enough to walk to and fro -  No need to spend,About 10 to 30 minutes,Tertiary,No Female HH head,Tertiary,Used to have,Never had,Used to have,Currently have,Don't Know,Yes,Yes,Don't Know,Others,1
Siaya,10241134,Rural,Female,58,"""Some primary """,,,No,No,No,Yes,No,No,No,No,No,No,2000,Mobile money provider e.g Safaricom fuliza,,,,,,No,No,,,Between KSh 101- 200,About 1 to 3 hours,,,Less than KSh 50,Between 30 minutes to 1 hour,Primary,No Female HH head,Primary,Never had,Never had,Never had,Currently have,KSh 1501 - 3000,Yes,Yes,"KSh 1,001 - 3,000",< KSh 3000,1
Garissa,10207126,Rural,Female,30,"""None """,,,No,No,No,Yes,No,No,No,No,No,No,25000,Mobile money provider e.g Safaricom fuliza,,,,,No,No,No,No,No,More than KSh 500,More than 3 hours,,,Between KSh 201 - 500,More than 3 hours,,No Female HH head,,Never had,Never had,Never had,Never had,KSh 15001 - 30000,No,No,"KSh 20,001 - 50,000",KSh 15001 - 30000,0
Nyamira,10246206,Urban,Female,18,"""Some secondary""",,Some primary,No,No,No,No,No,No,No,No,No,Yes,500,Mobile money provider e.g Safaricom fuliza,,,,,,No,No,No,No,Close enough to walk  No need to spend,About 10 to 30 minutes,,,Close enough to walk to and fro -  No need to spend,About 10 to 30 minutes,Secondary,Primary,Secondary,Never had,Never had,Never had,Never had,KSh 101 - 1500,No,No,"KSh 1 - 1,000",< KSh 3000,0
Elgeyo-Marakwet,10228094,Rural,Female,75,"""Some primary """,,,No,No,No,No,No,No,No,No,No,Yes,2000,"""None of these(DO NOT READ OUT)""",,,,,,No,No,No,No,More than KSh 500,More than 3 hours,,,More than KSh 500,More than 3 hours,Primary,No Female HH head,Primary,Never had,Never had,Never had,Never had,KSh 1501 - 3000,No,No,"KSh 1,001 - 3,000",< KSh 3000,0
Kakamega,10237034,Rural,Female,52,Completed technical training after secondary school,,Completed technical training after secondary school,Yes,Yes,Yes,No,No,No,No,No,No,No,20000,A bank,,,,,,,Yes,,No,Between KSh 101- 200,More than 3 hours,,,Less than KSh 50,Between 30 minutes to 1 hour,Tertiary,Tertiary,Tertiary,Currently have,Never had,Currently have,Currently have,KSh 15001 - 30000,Yes,Yes,"KSh 10,001-20,000",KSh 15001 - 30000,1
Mandera,10209034,Rural,Female,54,"""None """,,"""None""",No,Yes,No,No,No,No,No,No,No,No,7000,Mobile money provider e.g Safaricom fuliza,,,Yes,,No,No,No,,No,More than KSh 500,More than 3 hours,,,More than KSh 500,More than 3 hours,,,,Never had,Never had,Never had,Currently have,KSh 3001 - 7500,Yes,No,"KSh 5,001 - 10,000",KSh 3001 - 7500,1
Nairobi City,10147257,Urban,Female,29,"""Secondary completed """,,,No,No,No,No,Yes,No,No,No,No,No,20000,A bank,,,,,,,Yes,,Yes,Between KSh 51- 100,About 10 to 30 minutes,,,Close enough to walk to and fro -  No need to spend,Under 10 minutes,Secondary,No Female HH head,Secondary,Currently have,Never had,Used to have,Currently have,KSh 15001 - 30000,Yes,Yes,"KSh 10,001-20,000",KSh 15001 - 30000,1
Uasin Gishu,10227138,Urban,Male,31,Some university,,No female household head/spouse,Yes,No,No,No,No,No,No,No,No,Yes,"""Don't know(DO NOT READ OUT)""",A bank,,,,,,,No,,No,Close enough to walk  No need to spend,Between 30 minutes to 1 hour,,,Close enough to walk to and fro -  No need to spend,Under 10 minutes,Tertiary,No Female HH head,Tertiary,Currently have,Never had,Never had,Currently have,Don't Know,Yes,Yes,Don't Know,Others,1
Kisumu,10242146,Urban,Male,29,"""Secondary completed """,,Some technical training after secondary school,Yes,No,Yes,No,No,No,No,No,No,No,30000,Mobile money provider e.g Safaricom fuliza,,,,,,,No,,,Less than KSh 50,Between 30 minutes to 1 hour,,,Close enough to walk to and fro -  No need to spend,About 10 to 30 minutes,Secondary,Tertiary,Secondary,Currently have,Never had,Currently have,Currently have,KSh 15001 - 30000,Yes,Yes,"KSh 20,001 - 50,000",KSh 15001 - 30000,1
Murang'a,10221118,Rural,Male,79,"""Some primary """,,No female household head/spouse,No,Yes,No,No,No,Yes,No,No,No,Yes,2500,A bank,,,,,,No,No,,,Between KSh 51- 100,About 1 to 3 hours,,,Between KSh 51 - 100,About 1 to 3 hours,Primary,No Female HH head,Primary,Used to have,Never had,Never had,Currently have,KSh 1501 - 3000,Yes,Yes,"KSh 1,001 - 3,000",< KSh 3000,1
Busia,10240118,Rural,Female,23,"""Some secondary""",,,Yes,Yes,No,No,No,No,No,No,No,Yes,8000,A group / chama,,,No,,,No,No,,,Between KSh 51- 100,About 1 to 3 hours,,,Between KSh 51 - 100,About 1 to 3 hours,Secondary,No Female HH head,Secondary,Currently have,Never had,Currently have,Currently have,KSh 7501-15000,Yes,Yes,"KSh 5,001 - 10,000",KSh 7501-15000,1
Marsabit,10110073,Rural,Female,18,"""Some secondary""",,"""None""",No,No,No,Yes,No,No,No,No,No,No,5000,A bank,,,,,No,No,No,,No,Between KSh 51- 100,About 10 to 30 minutes,,,Between KSh 51 - 100,About 10 to 30 minutes,Secondary,,Secondary,Never had,Never had,Never had,Currently have,KSh 3001 - 7500,Yes,Yes,"KSh 3,001 - 5,000",KSh 3001 - 7500,1
Kisii,10245150,Urban,Male,26,"""Some secondary""",,"""Some secondary""",No,Yes,Yes,Yes,No,No,No,No,No,No,13000,A bank,,,No,,,,No,,Yes,Less than KSh 50,About 10 to 30 minutes,,,Less than KSh 50,About 10 to 30 minutes,Secondary,Secondary,Secondary,Currently have,Never had,Currently have,Currently have,KSh 7501-15000,Yes,Yes,"KSh 10,001-20,000",KSh 7501-15000,1
Busia,10240146,Urban,Male,40,"""Primary completed""",,Primary completed,No,No,No,No,Yes,No,No,No,No,No,30000,Mobile banking provider,,,,,,No,No,,,Less than KSh 50,About 10 to 30 minutes,,,Less than KSh 50,About 10 to 30 minutes,Primary,Primary,Primary,Used to have,Never had,Used to have,Currently have,KSh 15001 - 30000,Yes,Yes,"KSh 20,001 - 50,000",KSh 15001 - 30000,1
Homabay,10143001,Rural,Male,18,"""Some primary """,,Some primary,No,No,No,No,No,No,No,No,No,Yes,500,Mobile money provider e.g Safaricom fuliza,,,,,No,No,No,No,No,Between KSh 101- 200,"""Don't know(DO NOT READ OUT)""",,,Between KSh 101 - 200,"""Don't know(DO NOT READ OUT)""",Primary,Primary,Primary,Never had,Never had,Never had,Never had,KSh 101 - 1500,No,No,"KSh 1 - 1,000",< KSh 3000,0
